日付,小売店名,店舗名,ブランド名,商品名,売上数量,売上金額,年月,登録日時
2026-05-31,ロフト,ロフト201,TEABLESS,ティーブレスボディローションホワイト,1,1500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト201,TEABLESS,ティーブレスボディローションアールグレイ,3,4500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオ シャンプー リラックスメント200,2,3200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,ルベル ウィズ MG 720,3,8400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオ シャンプー クリアメント200,4,6400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオ エッセンス モイスト,6,12000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオ エッセンス スリーク,16,32000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオ クリーム メルトリペア 200,12,19200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,イオセラム クリーム 200,20,40000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,ルベル ウィズ MG 240,1,1000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,ルベル ウィズ RP 140,6,6000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,ルベル ウィズ EP 140,2,2400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ルベル,トリエ スプレー8 170,2,3200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ ブラックM,8,23840,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ ブラックL,3,8940,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ NピンクM,6,17880,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ NピンクL,4,11920,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドットインティメイトウォッシュ SB,25,89550,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフインティメイトフレッシュミスト SB,3,9396,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ BグレーM,5,14900,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,VIAGE,ビューティアップナイトブラ BグレーL,2,5960,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドットインティメイトウォッシュ PM,33,118206,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフインティメイトフレッシュミスト PM,5,15660,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,インティメイトウォッシュ RW,6,21492,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,インティメイトフレッシュミスト RW,1,3132,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドットインティメイトウォッシュ AL,5,17910,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,レチスパ,レチスパ クリームシャンプー,10,32000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,レチスパ,レチスパ クリームシャンプーサシェ,31,6200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,レチスパ,レチスパ ヘアオイル,5,12000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,レチスパ,レチスパ クリームシャンプー詰替,5,15500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,レチスパ,レチスパ 頭皮用美容液,10,25000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス スリムレギンス M-L,1,3990,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス スリムレギンス L-LL,5,19950,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス カラープラスBK M,1,4536,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス カラープラスAGY L,1,4536,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドット 薬用ホワイトセラム,2,6472,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドットインティメイトウォッシュ MV,7,25074,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ラフドット,ラフドットインティメイトミスト MV,3,9396,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,カラマンビューティブラシ,2,28728,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,バイワンシー,バイワンシー モイストブースターホイップ,2,4400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス スリムフルレッグLーLL,1,4718,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,ベルミス スリムフルレッグ M-L,2,9436,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,リムーブレギンスEB M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,リムーブレギンスEB L-LL,2,22364,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,リムーブレギンスSG M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,リムーブレギンスSG L-LL,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,リムーブレギンスRP M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,セパレートソックスL-LL,1,5900,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,スリムレギンス Premium Lv1,3,16335,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,スリムレギンス Premium Lv2,1,5445,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,スリムレギンス Premium Lv3,3,16335,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,スリムフルレッグ クールプラス M-L,1,4718,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ベルミス,スリムフルレッグ クールプラス L-LL,3,14154,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,インシトゥ,インシトゥ ハーブラピール,16,38400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,wolg,wolg BBクリーム ナチュラル,15,40635,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,バイワンシー,バイワンシー ピュア・アミノシャンプー,6,16200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,バイワンシー,バイワンシー ヒートケア・トリートメント,6,16200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,バイワンシー,バイワンシー スムース・リペアエッセンス,16,43200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ekam,ekam アドバンスドジェル,3,8127,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ekam,ekam アドバンスドセラム,1,3164,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,ekam,ekam ホイップ洗顔,1,1800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,ヒノキフットピーリングマスク,10,7200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,フットピーリングダブルエッセンスマスク,16,12000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,かかと集中ピーリングマスク,22,12760,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,Vイフェクト,Vイフェクト青麦ジンクセラム,5,11500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,Vイフェクト,Vイフェクト青麦LHAクレンジングジェル,5,10500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,（不明）,かかとソフトパッチ,16,12000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト202,TEABLESS,ティーブレスボディローショングリーン,1,1500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,イオ シャンプー リラックスメント200,6,9600,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,イオ クリーム メルトリペア 200,4,6400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,イオセラム シャンプー 200,1,2000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,イオセラム クリーム 200,13,26000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,イオセラム オイル 100,1,2400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,ルベル ウィズ CY 240,1,1400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,ルベル ウィズ SW 240,6,6000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,ルベル ウィズ RP 140,7,7000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,ルベル ウィズ EP 140,1,1200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,トリエ スプレー10 170,13,20800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ルベル,トリエ スプレー8 170,6,9600,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,VIAGE,ビューティアップナイトブラ ブラックL,1,2980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,VIAGE,ビューティアップナイトブラ NピンクM,1,2980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,VIAGE,ビューティアップナイトブラ NピンクL,1,2980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドットインティメイトウォッシュ SB,11,39402,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフインティメイトフレッシュミスト SB,4,12528,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,VIAGE,ビューティアップナイトブラ BグレーM,1,2980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドットインティメイトウォッシュ PM,9,32238,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフインティメイトフレッシュミスト PM,3,9396,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドットインティメイトウォッシュ AL,4,14328,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフインティメイトフレッシュミスト AL,1,3132,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,レチスパ,レチスパ クリームシャンプー,5,16000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,レチスパ,レチスパ クリームシャンプーサシェ,34,6800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,レチスパ,レチスパ ヘアオイル,4,9600,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,レチスパ,レチスパ クリームシャンプー詰替,1,3100,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,ベルミス スリムレギンス L-LL,2,7980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドット 薬用ホワイトセラム,9,29124,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドットインティメイトウォッシュ MV,1,3582,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ラフドット,ラフドットインティメイトミスト MV,2,6264,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー モイストブースターホイップ,1,2200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,ベルミス スリムフルレッグ M-L,1,4718,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,リムーブレギンスEB M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,リムーブレギンスEB L-LL,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,リムーブレギンスSG L-LL,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,スリムレギンス Premium Lv1,2,10890,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,スリムレギンス Premium Lv2,2,10890,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,スリムフルレッグ クールプラス M-L,1,4718,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ベルミス,スリムフルレッグ クールプラス L-LL,1,4718,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,wolg,wolg BBクリーム ナチュラル,3,8127,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー ピュア・アミノシャンプー,3,8100,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー ヒートケア・トリートメント,4,10800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー スムース・リペアエッセンス,3,8100,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー スムースリペアESサシェ,9,2430,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,バイワンシー,バイワンシー SP&TRサシェ,18,4860,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,ekam,ekam アドバンスドジェル,2,5418,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,（不明）,ヒノキフットピーリングマスク,2,1440,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,（不明）,フットピーリングダブルエッセンスマスク,1,750,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,（不明）,かかと集中ピーリングマスク,3,1740,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,Vイフェクト,Vイフェクト青麦LHAクレンジングジェル,2,4200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト207,（不明）,かかとソフトパッチ,3,2250,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオ クリーム シルキーリペア 200,13,20800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオ クリーム メルトリペア 200,14,22400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオ ディープマスク,7,21000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオセラム シャンプー 200,2,4000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオセラム クリーム 200,8,16000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,イオセラム オイル 100,2,4800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,ルベル ウィズ CY 240,1,1400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,ルベル ウィズ JO 240,6,6000,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,トリエ スプレー10 170,9,14400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,トリエ ジューシースプレー0,2,3200,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ルベル,トリエ スプレー8 170,1,1600,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ラフドット,ラフドットインティメイトウォッシュ SB,14,50148,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,VIAGE,ビューティアップナイトブラ BグレーM,1,2980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,VIAGE,ビューティアップナイトブラ BグレーL,2,5960,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ラフドット,ラフドットインティメイトウォッシュ PM,23,82386,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ラフドット,ラフインティメイトフレッシュミスト PM,2,6264,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ラフドット,インティメイトウォッシュ RW,1,3582,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,レチスパ,レチスパ クリームシャンプー,8,25600,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,レチスパ,レチスパ クリームシャンプーサシェ,89,17800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,レチスパ,レチスパ ヘアオイル,17,40800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,レチスパ,レチスパ クリームシャンプー詰替,7,21700,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,レチスパ,レチスパ 頭皮用美容液,13,32500,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,ベルミス スリムレギンス M-L,1,3990,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,ベルミス スリムレギンス L-LL,2,7980,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,ベルミス カラープラスBK M,2,9072,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,ベルミス カラープラスAGY L,1,4536,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ラフドット,ラフドットインティメイトウォッシュ MV,5,17910,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,バイワンシー,バイワンシー モイストブースターホイップ,2,4400,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,リムーブレギンスEB M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,リムーブレギンスEB L-LL,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,リムーブレギンスSG L-LL,2,22364,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,リムーブレギンスRP M-L,1,11182,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,（不明）,セパレートソックスM-L,2,11800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,（不明）,セパレートソックスL-LL,1,5900,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,スリムレギンス Premium Lv1,2,10890,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,スリムレギンス Premium Lv2,1,5445,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,スリムレギンス Premium Lv3,5,27225,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,スリムフルレッグ クールプラス M-L,9,42462,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ベルミス,スリムフルレッグ クールプラス L-LL,5,23590,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,wolg,wolg BBクリーム ナチュラル,6,16254,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,バイワンシー,バイワンシー ピュア・アミノシャンプー,3,8100,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,バイワンシー,バイワンシー ヒートケア・トリートメント,4,10800,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,バイワンシー,バイワンシー スムース・リペアエッセンス,7,18900,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ekam,ekam アドバンスドセラム,1,3164,2026-05,2026-06-01 16:21:41
2026-05-31,ロフト,ロフト213,ekam,ekam ホイップ洗顔,2,3600,2026-05,2026-06-01 16:21:41
